textbox3,textbox5,textbox9,textbox7,textbox14,textbox19,textbox12,textbox32,textbox64,textbox48,textbox10,textbox55
"Thursday, October 16, 2025",All,All,All,All,All,All,All,All,All,True,All

textbox109,AnimalNumber_1,AnimalName,AnimalType,Species,textbox29,Gender,PrimaryColour,Declawed,OperationType,Stage,Location,ARN,PrimaryBreed,AdoptionPrice,textbox54,SecondaryColour,OperationDateCreated,ChipNumber,SubLocation,textbox60,textbox67,AnimalMemoType,AnimalMemoSubType,DateCreated_1,textbox50,AnimalMemo_1,textbox121,textbox124,textbox127,textbox130,textbox23,textbox42
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42970782,GIOE,Behavior                      ,Flow Chart                    ,9/20/2025 9:33 AM,,"Shy, calm, & reserved. May take time to come out of his shell. Will need time and patience to adjust to change in new home - GE 9/20/25 Florenzo is adjusting to his new condo/condo-mates. He has been more nervous/reserved than his condo-mates before the move, and he found a safe spot to curl up in the new condo. He has not interacted with the other cats in the room yet. Will continue to monitor behavior and ensure a smooth transition - GE 10/1/25 Florenzo is doing very well, making consistent progress. Was hiding under kurunda initially but came all the way out to greet me. Continually solicited pets, kneading, purring, rolling over. Allowed and encouraged brushing out his coat & any matted/tangled spots. Will remove behavior consult due to consistent progress - GE 10/4/25",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42965627,KRYSTANP,Daily Monitor                 ,Poop Chart!                   ,9/19/2025 1:01 PM,,"9/19 - All Wet AS Dry, N, Y 9/20 - A, N/S/D, Y 9/21 - AM, N, Y 9/22 - AS, N, Y - SOME STOOL OUTSIDE LITTERBOX 9/23 - AM ,N ,Y 9/24 - A, N, Y 9/25 - AS Wet AS Dry, NO, Y 9/26 - AS, N, Y Some stool outside of litterbox 9/27 - AM, N, Y 9/28- AM, N, Y 9/29 - AM, Dry, Y 9/30- All Wet AM Dry, N, Y 10/1 - All Wet AS Dry, N, Y Threw Up 10/2 - AM, N, Y Hair Ball Vomit 10/3 - AS, N, Y Vomit 10/4 - A, N, Y 10/5 -AM DRY AND ALL CANNED , N ,Y 10/6 - AS CANNED AND AVL DRY, N, Y 10/7 - A ,N ,Y 10/ 8 - A, N ,Y 10/10 - A, N, Y 10/11 - A, N, Y 10/12 - A, N, Y 10/13 -A, N ,Y 10/14 - A, N ,Y - SOMEOME VOMITED A PIECE OF HAY 10/15 -A, N ,Y",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42931706,ASHLEYD,Note                          ,,9/15/2025 10:34 AM,,"9/15/25: ALD called OPVMC for past HX, receptionist states that O has 9 cats on her account, but not under this name. // ALD",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42957873,MILESW,Alert Memo!!!                 ,Alert Memo!!!                 ,9/18/2025 12:45 PM,,Must schedule dental before leaving the building!,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42987943,TARAM,Petango/Adoption Description  ,,9/23/2025 10:30 AM,,"Hello! I’m Florenzo! When you first meet me, you’ll notice that I can be a little shy. New situations and people can be scary! One thing that always makes me feel better is the company of some kitty friends. Maybe you can relate! I love to chill with other kitties and you can usually find me and my kitty friends snuggling, playing, or having chats. If you have a cat at home or are looking to adopt more than one, then I might be the kitty for you! So, what are you waiting for? Come on by and let’s meet!",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42988859,GIOE,Behavior                      ,Enrichment/Training           ,9/23/2025 11:52 AM,,"Florenzo has been doing well with enrichment. He was behind the cat tree, against the wall facing the corner upon entering the room. Upon approach, he lifted his head and came forward to sniff my hand. He accepted treats and pets. His body language remained calm. Will continue regular enrichment to work on confidence and engagement - GE 9/23/25",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42964166,GIOE,Behavior                      ,Flow Chart                    ,9/19/2025 10:43 AM,,"Florenzo is nervous and fearful in the condo room after arriving yesterday. Will spend more time in the condo, provide enrichment, and allow time to decompress before making available - GE 9/19/25 Florenzo is doing better today, out from under the cat tree, calm body language, came forward to sniff hand and accepted pets, was non-reactive but did avoid eye contact and did not return slow blinks - GE 9/20/25 Florenzo is doing better with enrichment, still hiding under the cat tree but turned to face me upon approaching, good eye contact, sniffed hand, accepted pets and returned slow blinks. Still needs work to build confidence and increase engagement with his surroundings - GE 9/26/25",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059360624,Florenzo,Cat,Cat,4y 1m 1d,M,Blue,N,Owner Surrender/Evaluation/Poss Adopt - OTC!,Available - ITFF Medical,Cat Adoption Condo Rooms,,Domestic Longhair/,$120.00,28,,9/18/2025 10:34 AM,941010004493596,Condo C,42970804,GIOE,Behavior                      ,Adoption Info                 ,9/20/2025 9:36 AM,,"OKAY FOR ADOPTION - ITFF-DENTAL - GE 9/20/25 SHY, CALM, & RESERVED. MAY TAKE TIME TO COME OUT OF HIS SHELL PREVIOUSLY LIVED WITH OTHER CATS, WOULD DO BEST WITH ANOTHER CAT UNKNOWN WITH DOGS BUT NERVOUS QUIET HOME RECOMMENDED WILL NEED TIME AND PATIENCE TO ADJUST TO CHANGE IN NEW HOME 10/4/25 - removed behavior consult - GE",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373813,Aster,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004739297,Condo A,42947903,SALLYB,Alert Memo!!!                 ,Alert Memo!!!                 ,9/17/2025 10:18 AM,,#59373813 AND #59373815 ARE BONDED AND MUST STAY TOGETHER,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373813,Aster,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004739297,Condo A,42996273,GIOE,Behavior                      ,Adoption Info                 ,9/24/2025 9:55 AM,,"OKAY FOR ADOPTION - BEHAVIOR 9/24/25 SHYER/NERVOUS BUT NON-REACTIVE BONDED TO ABALON, MUST GO HOME TOGETHER UNKNOWN WITH OTHER PETS OLDER CHILD/ADULT HOME RECOMMENDED QUIET HOME RECOMMENDED WILL NEED TIME AND PATIENCE TO ADJUST TO CHANGE IN NEW HOME",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373813,Aster,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004739297,Condo A,43041420,TARAM,Petango/Adoption Description  ,,9/30/2025 3:54 PM,,"Hello! We’re Abalon and Aster! The two beautiful besties who are ready for their forever home! We are best friends are looking for a home together, and to make it extra special, our adoption fee is the price of one — you get two wonderful cats for a single fee.” Of the two of us, Abalon is the more outgoing. She is incredibly social and friendly, giving headbutts to every new friend she meets! Aster can be a bit more nervous in new situations, but having her best friend at her side always helps! We are both very playful and love to play with each other or with fun toys! We also can be found snuggling, cuddling, or having chats in front of a big, sunny window in our free time. If you’ve been waiting for two kitties with golden hearts and personalities that complement each other, that’s us! Come on by and let’s meet and remember one adoption fee for both of us ! Double the love, double the fun, for the price of one!",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373813,Aster,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004739297,Condo A,42996261,GIOE,Behavior                      ,Flow Chart                    ,9/24/2025 9:54 AM,,"Shyer/nervous but non-reactive. will need time and patience to adjust to change in new home - GE 9/24/25 Aster is still adjusting to her condo room, remaining on top of a kurunda bed with her head tucked/ears flattened upon entering. She did appear to relax slightly after seeing Amethyst, and did accept treats from me, relaxing her body language even more. She is a shyer/nervous girl and would do well with patient, consistent enrichment - GE 10/2/25",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373813,Aster,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004739297,Condo A,42948985,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,9/17/2025 11:53 AM,,"9/17 - NE, NO, Y 9/18 - A, Small and hard, Y, vomit in cage 9/19 - A, N, Y 9/20 - A, N, Y 9/21 - A, N, Y 9/22 - A, N ,Y 9/23 - A ,N ,Y 9/24 - A, N, Y 9/25 - A, N/S, Y Ate too much dry food, vomited 9/26 - All Wet AS Dry, D, Y 9/27 - AM, N/S, Y - vomit in condo room 9/28- A, N, Y, vomited dry food 9/29 - All Wet AM Dry, S/D, Y 9/30- All Wet AM Dry, N, Y 10/1 - All Wet AS Dry, S, Y 10/2 - All Wet AM Dry, N/D, Y 10/3 - AM, N, Y 10/4 - AM, N, Y 10/5 - ALL CANNED AND AM DRY, N ,Y 10/6 - ALL CANNED AND AM DRY, N ,Y 10/7 - ALL CANNED AND AS DRY ,N ,Y 10/ 8 - A, N ,Y 10/9 - A, N,Y 10/10 - A, N/S, Y 10/11 - A, N, Y 10/12 - A, N/D, Y, vomited dry food 10/13 -ALL CANNED AND AM DRY, N ,Y 10/14 - ALL CANNED AND AS DRY, N/S, Y - SOMEONE VOMITED HAIRBALL 10/15 -ALL CANNED AND AM DRY, N ,Y",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373815,Abalon,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available - ITFF Medical,Cat Adoption Condo Rooms,ABALON,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004953672,Condo A,42947905,SALLYB,Alert Memo!!!                 ,Alert Memo!!!                 ,9/17/2025 10:19 AM,,#59373813 AND #59373815 ARE BONDED AND MUST STAY TOGETHER,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373815,Abalon,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available - ITFF Medical,Cat Adoption Condo Rooms,ABALON,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004953672,Condo A,42988384,SALLYB,Alert Memo!!!                 ,Alert Memo!!!                 ,9/23/2025 11:18 AM,,MUST SCHEDULE DENTAL BEFORE LEAVING THE BUILDING,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373815,Abalon,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available - ITFF Medical,Cat Adoption Condo Rooms,ABALON,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004953672,Condo A,42996329,GIOE,Behavior                      ,Flow Chart                    ,9/24/2025 10:01 AM,,Friendly & social. Will need time and patience to adjust to change in new home - GE 9/24/25,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373815,Abalon,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available - ITFF Medical,Cat Adoption Condo Rooms,ABALON,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004953672,Condo A,43041411,TARAM,Petango/Adoption Description  ,,9/30/2025 3:54 PM,,"Hello! We’re Abalon and Aster! The two beautiful besties who are ready for their forever home! We are best friends are looking for a home together, and to make it extra special, our adoption fee is the price of one — you get two wonderful cats for a single fee.” Of the two of us, Abalon is the more outgoing. She is incredibly social and friendly, giving headbutts to every new friend she meets! Aster can be a bit more nervous in new situations, but having her best friend at her side always helps! We are both very playful and love to play with each other or with fun toys! We also can be found snuggling, cuddling, or having chats in front of a big, sunny window in our free time. If you’ve been waiting for two kitties with golden hearts and personalities that complement each other, that’s us! Come on by and let’s meet and remember one adoption fee for both of us ! Double the love, double the fun, for the price of one!",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373815,Abalon,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available - ITFF Medical,Cat Adoption Condo Rooms,ABALON,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004953672,Condo A,42948978,JACKIEA,Daily Monitor                 ,Poop Chart!                   ,9/17/2025 11:53 AM,,"9/17 - AS, NO, Y 9/18 - A, small and hard, Y, vomit in kennel 9/19 - A, N, Y 9/20 - A, N, Y 9/21 - A, N, Y 9/22 - A, N ,Y 9/23 - A ,N ,Y 9/24 - A, N, Y 9/25 - A, N/S, Y Ate too much dry food, vomited 9/26 - All Wet AS Dry, D, Y 9/27 - AM, N/S, Y - vomit in condo room 9/28- A, N, Y, vomited dry food 9/29 - All Wet AM Dry, S/D, Y 9/30- All Wet AM Dry, N, Y 10/1 - All Wet AS Dry, S, Y 10/2 - All Wet AM Dry, N/D, Y 10/3 - AM, N, Y 10/4 - AM, N, Y 10/5 - ALL CANNED AND AM DRY, N ,Y 10/6 - ALL CANNED AND AM DRY, N ,Y 10/7 - ALL CANNED AND AS DRY ,N ,Y 10/ 8 - A, N ,Y 10/9 - A, N,Y 10/10 - A, N/S, Y 10/11 - A, N, Y 10/12 - A, N/D, Y, vomited dry food 10/13 -ALL CANNED AND AM DRY, N ,Y 10/14 - ALL CANNED AND AS DRY, N/S, Y - SOMEONE VOMITED HAIRBALL 10/15 -ALL CANNED AND AM DRY, N ,Y",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059373815,Abalon,Cat,Cat,9y 29d,F,White,N,Seized/Abandoned,Available - ITFF Medical,Cat Adoption Condo Rooms,ABALON,Domestic Shorthair/,$50.00,30,,9/16/2025 4:59 PM,941010004953672,Condo A,42996341,GIOE,Behavior                      ,Adoption Info                 ,9/24/2025 10:03 AM,,"OKAY FOR ADOPTION - ITFF-DENTAL - BEHAVIOR 9/24/25 FRIENDLY & SOCIAL BONDED TO ASTER 59373813, MUST GO HOME TOGETHER UNKNOWN WITH OTHER PETS OLDER CHILD/ADULT HOME RECOMMENDED QUIET HOME RECOMMENDED WILL NEED TIME AND PATIENCE TO ADJUST TO CHANGE IN NEW HOME",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452512,Toaster,Cat,Cat,2y 17d,M,Grey,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004718128,Meet & Greet 109B,43032311,ASHLEYD,Note                          ,,9/29/2025 2:37 PM,,"9/29/25: Abandoned at SPCA by PID 48373931-Kathleen Dunlap. Per NA call log, Kathleen reports that the cats were initially abandoned by her Uncles tenant at 151 Lovering, Upper Unit // ALD",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452512,Toaster,Cat,Cat,2y 17d,M,Grey,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004718128,Meet & Greet 109B,43233084,Cary Munschauer,Behavior                      ,Flow Chart                    ,10/7/2025 2:07 PM,,Shy initially but sweet when he warms up. Bonded to Poptart. CM 10/7/25,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452512,Toaster,Cat,Cat,2y 17d,M,Grey,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004718128,Meet & Greet 109B,43233094,Cary Munschauer,Behavior                      ,Adoption Info                 ,10/7/2025 2:07 PM,,OK FOR ADOPTION- BEHAVIOR 10/7/25 SHY BUT SWEET WHEN HE ADJUSTS BONDED TO POPTART- MUST GO HOME TOGETHER MAY BE BEST WITH OLDER CHILDREN OK WITH OTHER CAT UNKNOWN WITH DOGS MAY BE BEST IN QUIET HOME WILL NEED TIME TO ADJUST TO NEW HOME,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452512,Toaster,Cat,Cat,2y 17d,M,Grey,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004718128,Meet & Greet 109B,43233127,Cary Munschauer,Behavior                      ,Assessment                    ,10/7/2025 2:09 PM,,Poptart and Toaster are bonded. Poptart is more confident than Toaster but both cats look for each other and orient to each other in the room. Must go home together. CM 10/7/25,Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452512,Toaster,Cat,Cat,2y 17d,M,Grey,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004718128,Meet & Greet 109B,43283255,TARAM,Petango/Adoption Description  ,,10/14/2025 1:50 PM,,"Heya! We’re Toaster and Poptart , a bonded pair of kitties that are *available for ONE adoption price . On first meetings, we can sometimes be a little shy, but don’t let that fool you! It only takes a bit of time until we warm up into the loveliest of lovebugs! A kind soul and sweet voice will have us rolling around in no time and our purrs are sure to make you smile! With Toaster’s sweet, round face and Poptart’s kind, big eyes, we inspire the same warmth as our namesakes! Most of the time, you can find us snuggling together in a cozy corner or in the sunlight from a big window. We love to enjoy the chill way of life, sharing low-key times with our humans. If this sounds good to you, we might be a match! Come on by and let’s meet!",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452512,Toaster,Cat,Cat,2y 17d,M,Grey,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004718128,Meet & Greet 109B,43048230,GabrielleK,Daily Monitor                 ,Poop Chart!                   ,10/1/2025 1:41 PM,,"9/30 - A, N, Y 10/1 - A, N, Y 10/2 - A, N, Y 10/4 - A, NO ,Y 10/5 - AM DRY AND ALL CANNED, N, Y 10/6 - All wet NO Dry, S, Y 10/7 - A ,N ,Y 10/ 8 - A, N ,Y 10/10 - A, S, Y 10/11 - A, N, Y 10/12 - A, N, Y, vomited dry food 10/13 -A, N ,Y 10/14 -AM CANNED AND AS DRY, N ,Y 10/15 -AM DRY AND ALL CANNED, N/S ,Y",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452516,Poptart,Cat,Cat,2y 17d,F,Brown,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004779378,Meet & Greet 109B,43032330,ASHLEYD,Note                          ,,9/29/2025 2:39 PM,,"9/29/25: Abandoned at SPCA by PID 48373931-Kathleen Dunlap. Per NA call log, Kathleen reports that the cats were initially abandoned by her Uncles tenant at 151 Lovering, Upper Unit // ALD",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
Cat Adoption Condo Rooms,A0059452516,Poptart,Cat,Cat,2y 17d,F,Brown,N,Stray/Abandoned/Dumped Off at SPCA,Available,Cat Adoption Condo Rooms,,Domestic Shorthair/,$120.00,17,,9/29/2025 2:19 PM,941010004779378,Meet & Greet 109B,43231283,Cary Munschauer,Behavior                      ,Flow Chart                    ,10/7/2025 12:00 PM,,"Shy initially, sweet when she warms up. Shier than Toaster but engages well with toys and visitors. Does seem to be bonded to Toaster. CM 10/7/25",Cat Adoption Condo Rooms,124,Cat Adoption Condo Rooms,30,1227,357
